condition	page_z	drug	lfdr_page_z
crohn_quote_s_disease	-12.5494712063942	nomifensine	1
crohn_quote_s_disease	2.89418449985756	norcyclobenzaprine	0.0815820780794424
crohn_quote_s_disease	1.91446758261402	nordihydroguaiaretic acid	1
crohn_quote_s_disease	0.0232451128633301	norethisterone	1
crohn_quote_s_disease	0.309364716063354	noretynodrel	1
crohn_quote_s_disease	-0.160021964254326	norfloxacin	1
crohn_quote_s_disease	4.06947657596121	nortriptyline	0.00110053600770722
crohn_quote_s_disease	-1.27985483434682	noscapine	1
crohn_quote_s_disease	5.73972134603423	novobiocin	5.19275520849259e-07
crohn_quote_s_disease	-3.61307045592484	N-phenylanthranilic acid	1
crohn_quote_s_disease	-16.2453563810318	NS-398	1
crohn_quote_s_disease	2.26203901732057	NU-1025	1
crohn_quote_s_disease	5.38798097339714	nystatin	3.23730455133427e-06
crohn_quote_s_disease	-12.246821663689	octopamine	1
crohn_quote_s_disease	3.25681442641092	ofloxacin	0.0164955616243994
crohn_quote_s_disease	-12.4600679427692	oleandomycin	1
crohn_quote_s_disease	-2.58004336682866	oligomycin	1
crohn_quote_s_disease	-2.75350146209106	omeprazole	1
crohn_quote_s_disease	10.5376693896946	ondansetron	2.77618114861957e-24
crohn_quote_s_disease	-7.03810746916284	orciprenaline	1
crohn_quote_s_disease	-1.32423601910987	orlistat	1
crohn_quote_s_disease	-22.556170452183	ornidazole	1
crohn_quote_s_disease	-16.6459953885204	orphenadrine	1
crohn_quote_s_disease	-1.62325036891307	ouabain	1
crohn_quote_s_disease	2.0901189983245	oxamic acid	1
crohn_quote_s_disease	-6.42030910661031	oxamniquine	1
crohn_quote_s_disease	-6.9145266432622	oxantel	1
crohn_quote_s_disease	11.3052659521131	oxaprozin	2.85135178804073e-27
crohn_quote_s_disease	-0.239250831237232	oxedrine	1
crohn_quote_s_disease	-25.1509117882574	oxetacaine	1
crohn_quote_s_disease	6.55184302513506	oxolamine	3.64460300548595e-09
crohn_quote_s_disease	-10.0492569116572	oxolinic acid	1
crohn_quote_s_disease	-13.8004499058271	oxprenolol	1
crohn_quote_s_disease	1.26421426002505	oxybenzone	1
crohn_quote_s_disease	2.17722682781764	oxybuprocaine	1
crohn_quote_s_disease	-4.24649113762774	oxybutynin	1
crohn_quote_s_disease	-19.2412746171329	oxymetazoline	1
crohn_quote_s_disease	-5.34220179587231	oxyphenbutazone	1
crohn_quote_s_disease	3.44477146057426	oxytetracycline	0.0158760089275957
crohn_quote_s_disease	9.45994121782694	ozagrel	3.56287649329093e-19
crohn_quote_s_disease	-19.9420854109296	paclitaxel	1
crohn_quote_s_disease	-6.81216574000063	palmatine	1
crohn_quote_s_disease	-5.43652961550943	pancuronium bromide	1
crohn_quote_s_disease	3.33265116884148	papaverine	0.0164955616243994
crohn_quote_s_disease	2.25749725661552	paracetamol	1
crohn_quote_s_disease	-2.28805489125680	pararosaniline	1
crohn_quote_s_disease	7.05649791966952	parbendazole	1.74987740522551e-10
crohn_quote_s_disease	-10.9997426030201	pargyline	1
crohn_quote_s_disease	3.17890181614482	paromomycin	0.0275129594030518
crohn_quote_s_disease	4.55453848351496	paroxetine	0.000245383080874186
crohn_quote_s_disease	-4.81689578708395	parthenolide	1
crohn_quote_s_disease	-5.8589581170956	pempidine	1
crohn_quote_s_disease	4.21620414741446	penbutolol	0.000588053704044158
crohn_quote_s_disease	-0.225212753784975	pentamidine	1
crohn_quote_s_disease	-9.76250175706326	pentetic acid	1
crohn_quote_s_disease	-7.72962247757255	pentetrazol	1
crohn_quote_s_disease	-10.3703875184408	pentolonium	1
crohn_quote_s_disease	-3.1870232697392	pentoxifylline	1
crohn_quote_s_disease	-23.8331275088289	pentoxyverine	1
crohn_quote_s_disease	5.87880109428331	pepstatin	5.19275520849259e-07
crohn_quote_s_disease	4.89952029993578	pergolide	4.37084498160573e-05
crohn_quote_s_disease	-8.52843915465398	perhexiline	1
crohn_quote_s_disease	-6.20129701592591	perphenazine	1
crohn_quote_s_disease	-5.94424789431145	PF-00539745-00	1
crohn_quote_s_disease	-0.161222155192592	PF-00539758-00	1
crohn_quote_s_disease	-10.3363172165511	PF-00562151-00	1
crohn_quote_s_disease	21.4305523980708	PF-00875133-00	5.25252179705914e-97
crohn_quote_s_disease	16.2356121313485	PF-01378883-00	1.18732401255315e-55
crohn_quote_s_disease	6.03473460396259	PHA-00665752	7.70931571092903e-08
crohn_quote_s_disease	10.0583101449064	PHA-00745360	6.1746492875965e-22
crohn_quote_s_disease	6.15919918351774	PHA-00767505E	7.70931571092903e-08
crohn_quote_s_disease	-13.3373146352527	PHA-00816795	1
crohn_quote_s_disease	-10.1659252670663	PHA-00846566E	1
crohn_quote_s_disease	-10.9106447872132	PHA-00851261E	1
crohn_quote_s_disease	3.59241882139494	phenacetin	0.0113632842717094
crohn_quote_s_disease	-1.82378110434743	phenanthridinone	1
crohn_quote_s_disease	6.69568791715753	phenazone	1.05018855983402e-09
crohn_quote_s_disease	3.19566175913799	phenazopyridine	0.0275129594030518
crohn_quote_s_disease	-1.82842737029977	phenelzine	1
crohn_quote_s_disease	-1.95350028624243	pheneticillin	1
crohn_quote_s_disease	-24.0563134914416	phenformin	1
crohn_quote_s_disease	5.61761372850321	phenindione	9.03954496987533e-07
crohn_quote_s_disease	1.75112068576702	pheniramine	1
crohn_quote_s_disease	-3.23834803069717	phenoxybenzamine	1
crohn_quote_s_disease	-7.84238401303718	phensuximide	1
crohn_quote_s_disease	-17.0923734434677	phentolamine	1
crohn_quote_s_disease	15.4496315775293	phenyl biguanide	1.01504243631033e-50
crohn_quote_s_disease	-12.6773961835395	phenylpropanolamine	1
crohn_quote_s_disease	-9.5732613316480	phthalylsulfathiazole	1
crohn_quote_s_disease	-4.78175776402081	physostigmine	1
crohn_quote_s_disease	19.5039919736307	picotamide	5.24631193147749e-78
crohn_quote_s_disease	-4.32862665640706	picrotoxinin	1
crohn_quote_s_disease	8.6016511195276	pilocarpine	4.477274767963e-16
crohn_quote_s_disease	-5.31848850401237	pimethixene	1
crohn_quote_s_disease	4.08203723751405	pimozide	0.00092395607094811
crohn_quote_s_disease	-11.6984534244699	pinacidil	1
crohn_quote_s_disease	10.4034078674577	pindolol	5.36617570102138e-23
crohn_quote_s_disease	-3.87392627974584	pioglitazone	1
crohn_quote_s_disease	-6.97482449197482	pipemidic acid	1
crohn_quote_s_disease	5.01711756666934	pipenzolate bromide	4.37084498160573e-05
crohn_quote_s_disease	-18.3722424593576	piperacetazine	1
crohn_quote_s_disease	7.59108562651106	piperacillin	1.58362269915488e-12
crohn_quote_s_disease	-3.77926397333113	piperidolate	1
crohn_quote_s_disease	13.4738338580034	piperine	2.68926056904630e-39
crohn_quote_s_disease	-11.7387347903197	piperlongumine	1
crohn_quote_s_disease	17.115865847957	piracetam	2.73018846843385e-62
crohn_quote_s_disease	-14.0953987826343	pirenperone	1
crohn_quote_s_disease	6.44792977225913	pirenzepine	9.8337980737328e-09
crohn_quote_s_disease	12.7758029310307	piretanide	1.13284530771031e-35
crohn_quote_s_disease	-13.2219287640951	piribedil	1
crohn_quote_s_disease	-1.58585860694383	pirinixic acid	1
crohn_quote_s_disease	-12.0772129300748	pirlindole	1
crohn_quote_s_disease	-6.04810900395683	piromidic acid	1
crohn_quote_s_disease	-28.2790990352349	piroxicam	1
crohn_quote_s_disease	-23.3217928216301	pivampicillin	1
crohn_quote_s_disease	-29.0524188801844	pivmecillinam	1
crohn_quote_s_disease	-20.5476631284493	pizotifen	1
crohn_quote_s_disease	-13.6399131599920	PNU-0230031	1
crohn_quote_s_disease	9.02261987921327	PNU-0251126	1.64641693576688e-17
crohn_quote_s_disease	8.8952050894905	PNU-0293363	7.55937669919247e-17
crohn_quote_s_disease	8.68667477034242	podophyllotoxin	4.477274767963e-16
crohn_quote_s_disease	-9.08050257577489	practolol	1
crohn_quote_s_disease	-23.0812526093744	pralidoxime	1
crohn_quote_s_disease	-3.29730592462898	pramocaine	1
crohn_quote_s_disease	-14.2114043951163	prasterone	1
crohn_quote_s_disease	10.5159302583608	praziquantel	1.64531632651908e-23
crohn_quote_s_disease	5.40308531552571	prazosin	2.94713499632743e-06
crohn_quote_s_disease	18.2732031805056	prednicarbate	3.99588830721856e-69
crohn_quote_s_disease	10.6970832206466	prednisolone	2.77618114861957e-24
crohn_quote_s_disease	-3.94938378445462	prednisone	1
crohn_quote_s_disease	13.4570483174206	pregnenolone	1.69527058894675e-37
crohn_quote_s_disease	-17.5068906885495	prenylamine	1
crohn_quote_s_disease	3.38244366358394	Prestwick-1080	0.0164955616243994
crohn_quote_s_disease	1.17717175147435	Prestwick-1082	1
crohn_quote_s_disease	-19.8049689941839	Prestwick-1083	1
crohn_quote_s_disease	-3.30175344036022	Prestwick-1084	1
crohn_quote_s_disease	2.54313100794038	Prestwick-1085	0.99999999999995
crohn_quote_s_disease	-22.8283192941087	Prestwick-1100	1
crohn_quote_s_disease	-2.42920866263646	Prestwick-1103	1
crohn_quote_s_disease	-0.460714498661923	Prestwick-559	1
crohn_quote_s_disease	-11.4198510474402	Prestwick-642	1
crohn_quote_s_disease	6.92883890101638	Prestwick-664	2.37965155692107e-10
crohn_quote_s_disease	-12.4012114894850	Prestwick-665	1
crohn_quote_s_disease	3.05796612391239	Prestwick-674	0.0815820780794424
crohn_quote_s_disease	2.36920818499464	Prestwick-675	1
crohn_quote_s_disease	-12.2819383220072	Prestwick-682	1
crohn_quote_s_disease	-10.4783589180840	Prestwick-685	1
crohn_quote_s_disease	-0.857572364644874	Prestwick-689	1
crohn_quote_s_disease	2.06335022041968	Prestwick-691	1
crohn_quote_s_disease	3.41781546960905	Prestwick-692	0.0158760089275957
crohn_quote_s_disease	-7.47984778564262	Prestwick-857	1
crohn_quote_s_disease	0.493669654272701	Prestwick-860	1
crohn_quote_s_disease	0.882047595115615	Prestwick-864	1
crohn_quote_s_disease	-12.2295072824691	Prestwick-920	1
crohn_quote_s_disease	-7.69792515898247	Prestwick-967	1
crohn_quote_s_disease	-11.9599393661611	Prestwick-972	1
crohn_quote_s_disease	7.27594636222371	Prestwick-981	4.9462998739729e-11
crohn_quote_s_disease	18.5417588941934	Prestwick-983	1.63685263852249e-74
crohn_quote_s_disease	10.0187749126452	Prestwick-984	1.43495139991155e-21
crohn_quote_s_disease	10.3605530586551	pridinol	1.02579187480597e-22
crohn_quote_s_disease	1.39512826221210	prilocaine	1
crohn_quote_s_disease	-7.12794150799383	primaquine	1
crohn_quote_s_disease	-3.97122184710020	primidone	1
crohn_quote_s_disease	8.48970918018476	proadifen	2.63731687072789e-15
crohn_quote_s_disease	-4.11504330735397	probenecid	1
crohn_quote_s_disease	-24.8318425584083	probucol	1
crohn_quote_s_disease	10.6002998551233	procainamide	2.77618114861957e-24
crohn_quote_s_disease	-12.4544748905119	procaine	1
crohn_quote_s_disease	-4.44630187080656	procarbazine	1
crohn_quote_s_disease	-4.99139714785353	prochlorperazine	1
crohn_quote_s_disease	20.5936410211861	procyclidine	3.57194697348925e-90
crohn_quote_s_disease	-2.2182713282066	profenamine	1
crohn_quote_s_disease	4.76246968600274	progesterone	8.83602509716348e-05
crohn_quote_s_disease	-6.37650848699497	proglumide	1
crohn_quote_s_disease	11.2521488483948	proguanil	2.85135178804073e-27
crohn_quote_s_disease	-9.00419048642314	promazine	1
crohn_quote_s_disease	-6.74972651313822	promethazine	1
crohn_quote_s_disease	-6.48008375496298	pronetalol	1
crohn_quote_s_disease	-11.9287913027655	propafenone	1
crohn_quote_s_disease	3.06290946070061	propantheline bromide	0.0546918254886048
crohn_quote_s_disease	-2.80471458028169	propidium iodide	1
crohn_quote_s_disease	6.27412566582807	propofol	1.21704693238085e-08
crohn_quote_s_disease	0.859834076927295	propoxycaine	1
crohn_quote_s_disease	-17.8200978859698	propranolol	1
crohn_quote_s_disease	-5.3528896223613	propylthiouracil	1
crohn_quote_s_disease	-5.90322408771889	proscillaridin	1
crohn_quote_s_disease	-14.9836704419430	protoveratrine A	1
crohn_quote_s_disease	-21.7750226842494	protriptyline	1
crohn_quote_s_disease	-3.31647111634912	proxymetacaine	1
crohn_quote_s_disease	-3.28172721914986	proxyphylline	1
crohn_quote_s_disease	2.88689789530908	pseudopelletierine	0.0815820780794424
crohn_quote_s_disease	0.946313589212822	puromycin	1
crohn_quote_s_disease	12.8506721016278	pyrantel	1.13284530771031e-35
crohn_quote_s_disease	1.39770856397466	pyrazinamide	1
crohn_quote_s_disease	-1.45404562525343	pyridoxine	1
crohn_quote_s_disease	5.69047147154186	pyrimethamine	5.19275520849259e-07
crohn_quote_s_disease	-1.80991516632866	pyrithyldione	1
crohn_quote_s_disease	-11.6911267244524	pyrvinium	1
crohn_quote_s_disease	1.30871066516613	quercetin	1
crohn_quote_s_disease	8.54206926062571	quinethazone	4.477274767963e-16
crohn_quote_s_disease	-8.80022192784062	quinidine	1
crohn_quote_s_disease	-8.03112947083578	quinisocaine	1
crohn_quote_s_disease	-0.860831878629619	quinostatin	1
crohn_quote_s_disease	4.65424241716613	quinpirole	0.000245383080874186
crohn_quote_s_disease	-3.06086743036206	quipazine	1
crohn_quote_s_disease	10.899662428051	racecadotril	1.50141715925386e-25
crohn_quote_s_disease	6.48147453918478	raloxifene	4.65903899920944e-09
crohn_quote_s_disease	-6.01345436157356	ramifenazone	1
crohn_quote_s_disease	10.9434231509673	ramipril	9.05026185141107e-26
crohn_quote_s_disease	-8.31531912722511	ranitidine	1
crohn_quote_s_disease	13.7162398972066	R-atenolol	2.68926056904630e-39
crohn_quote_s_disease	-17.6192856682747	raubasine	1
crohn_quote_s_disease	-15.1341340145067	remoxipride	1
crohn_quote_s_disease	-10.4685409716578	repaglinide	1
crohn_quote_s_disease	-16.1121292750617	rescinnamine	1
crohn_quote_s_disease	-2.4334650356049	reserpine	1
crohn_quote_s_disease	-1.26016152874238	resveratrol	1
crohn_quote_s_disease	-3.92337003463519	retrorsine	1
crohn_quote_s_disease	3.35284827652980	ribavirin	0.0164955616243994
crohn_quote_s_disease	6.16443897178046	riboflavin	2.92930714182439e-08
crohn_quote_s_disease	11.4986003218065	ribostamycin	3.84745778986316e-28
crohn_quote_s_disease	1.50910012004922	ricinine	1
crohn_quote_s_disease	-0.148500910127739	rifabutin	1
crohn_quote_s_disease	-2.35225580046812	rifampicin	1
crohn_quote_s_disease	-14.3231648094409	rilmenidine	1
crohn_quote_s_disease	-6.57466951726598	riluzole	1
crohn_quote_s_disease	-5.47154375116775	rimexolone	1
crohn_quote_s_disease	-11.7948840823617	risperidone	1
crohn_quote_s_disease	-3.34713416995912	ritodrine	1
crohn_quote_s_disease	17.8183744625320	rofecoxib	8.05782602994201e-66
crohn_quote_s_disease	2.06374237498021	rolipram	1
crohn_quote_s_disease	-0.590236956895573	rolitetracycline	1
crohn_quote_s_disease	-9.35342075165016	ronidazole	1
crohn_quote_s_disease	-1.09300115196245	rosiglitazone	1
crohn_quote_s_disease	6.2408779346873	rotenone	2.92930714182439e-08
crohn_quote_s_disease	11.2211728359653	rottlerin	5.70140898794789e-27
crohn_quote_s_disease	-0.86613055132291	roxarsone	1
crohn_quote_s_disease	15.9890319350446	roxithromycin	1.40988480870713e-54
crohn_quote_s_disease	0.67425594509157	salbutamol	1
crohn_quote_s_disease	-8.07477075942012	salsolidin	1
crohn_quote_s_disease	11.0643261171339	salsolinol	9.66182276451429e-27
crohn_quote_s_disease	-8.96471649856563	sanguinarine	1
crohn_quote_s_disease	11.9264539283571	santonin	1.88227747142648e-29
crohn_quote_s_disease	8.39305650643569	saquinavir	6.39228095222929e-15
crohn_quote_s_disease	12.1720260462584	SB-202190	4.45231796301641e-32
crohn_quote_s_disease	-11.0778157939473	SB-203580	1
crohn_quote_s_disease	-18.1539806337489	SC-19220	1
crohn_quote_s_disease	-4.24344280709398	SC-560	1
crohn_quote_s_disease	5.07163831961941	SC-58125	1.66997342775784e-05
crohn_quote_s_disease	-0.890459272008579	scopolamine	1
crohn_quote_s_disease	0.825670271740289	scopolamine N-oxide	1
crohn_quote_s_disease	15.5561578085577	scopoletin	5.9318788069429e-52
crohn_quote_s_disease	13.0695855907018	scoulerine	1.10232212913828e-36
crohn_quote_s_disease	3.90038656617188	scriptaid	0.0057250351252419
crohn_quote_s_disease	8.05298472049324	securinine	1.23329443655298e-13
crohn_quote_s_disease	-2.83322311737223	selegiline	1
crohn_quote_s_disease	15.9137703738043	semustine	1.42996876484861e-54
crohn_quote_s_disease	-6.54692388298983	seneciphylline	1
crohn_quote_s_disease	-5.14153343848375	serotonin	1
crohn_quote_s_disease	17.1876200519322	sertaconazole	1.586240270334e-63
crohn_quote_s_disease	-9.78629254590752	simvastatin	1
crohn_quote_s_disease	0.94929510739469	sirolimus	1
crohn_quote_s_disease	-2.5623542924336	sisomicin	1
crohn_quote_s_disease	-0.538220202132082	sitosterol	1
crohn_quote_s_disease	-3.73639638538706	skimmianine	1
crohn_quote_s_disease	-2.90760966585573	sodium phenylbutyrate	1
crohn_quote_s_disease	-16.7002105861903	solanine	1
crohn_quote_s_disease	-0.769467115614302	solasodine	1
crohn_quote_s_disease	0.256117810448077	sotalol	1
crohn_quote_s_disease	-8.55399600401831	spaglumic acid	1
crohn_quote_s_disease	4.82768105329157	sparteine	5.15504731766668e-05
crohn_quote_s_disease	18.4617201533840	spectinomycin	2.59417664206401e-72
crohn_quote_s_disease	18.9768357249306	spiperone	1.08067628878386e-77
crohn_quote_s_disease	2.87164805107638	spiradoline	0.124295226727962
crohn_quote_s_disease	-7.97300324497788	spiramycin	1
crohn_quote_s_disease	14.9874725278343	spironolactone	2.07190630619415e-48
crohn_quote_s_disease	-15.5318148864746	splitomicin	1
crohn_quote_s_disease	-17.9676596259028	S-propranolol	1
crohn_quote_s_disease	12.5251957691615	SR-95531	2.46363679583609e-33
crohn_quote_s_disease	-16.0396917977844	SR-95639A	1
crohn_quote_s_disease	3.26959598143447	stachydrine	0.0164955616243994
crohn_quote_s_disease	1.13601980888166	staurosporine	1
crohn_quote_s_disease	-9.96190617415793	STOCK1N-28457	1
crohn_quote_s_disease	-6.58519687410438	STOCK1N-35215	1
crohn_quote_s_disease	14.4590476796902	STOCK1N-35696	8.87499112693774e-45
crohn_quote_s_disease	-13.2272371180711	STOCK1N-35874	1
crohn_quote_s_disease	3.14066189044187	streptomycin	0.0275129594030518
crohn_quote_s_disease	-6.99622588752014	streptozocin	1
crohn_quote_s_disease	-3.94154172436080	strophanthidin	1
crohn_quote_s_disease	5.63332748797102	succinylsulfathiazole	6.66873458422159e-07
crohn_quote_s_disease	-9.52229692961414	sulconazole	1
crohn_quote_s_disease	-26.4607691885879	sulfabenzamide	1
crohn_quote_s_disease	-9.21213106254551	sulfacetamide	1
crohn_quote_s_disease	-9.85132365185144	sulfachlorpyridazine	1
crohn_quote_s_disease	7.96556375997811	sulfadiazine	1.58494199184556e-13
crohn_quote_s_disease	20.2347826488205	sulfadimethoxine	2.23517490176051e-86
crohn_quote_s_disease	-6.88066693665677	sulfadimidine	1
crohn_quote_s_disease	-5.7009633597893	sulfadoxine	1
crohn_quote_s_disease	10.1338060584100	sulfafurazole	4.95288820947835e-22
crohn_quote_s_disease	10.1349628524752	sulfaguanidine	3.24313294413664e-22
crohn_quote_s_disease	-1.00145329001372	sulfamerazine	1
crohn_quote_s_disease	5.93334391570403	sulfamethizole	1.50511209243647e-07
crohn_quote_s_disease	-1.33785399834435	sulfamethoxazole	1
crohn_quote_s_disease	-11.5751782497523	sulfamethoxypyridazine	1
crohn_quote_s_disease	-14.4700737572751	sulfametoxydiazine	1
crohn_quote_s_disease	12.9177997106266	sulfamonomethoxine	6.53717360503187e-36
crohn_quote_s_disease	-2.01467497343482	sulfanilamide	1
crohn_quote_s_disease	2.31711161936105	sulfaphenazole	1
crohn_quote_s_disease	-1.21486241607353	sulfapyridine	1
crohn_quote_s_disease	-4.44724920992968	sulfaquinoxaline	1
crohn_quote_s_disease	4.59917537013894	sulfasalazine	0.000245383080874186
crohn_quote_s_disease	11.1317583024298	sulfathiazole	9.66182276451429e-27
crohn_quote_s_disease	2.18891217187325	sulfinpyrazone	1
crohn_quote_s_disease	-3.11359400401139	sulindac	1
crohn_quote_s_disease	-7.66490208949667	sulindac sulfide	1
crohn_quote_s_disease	-1.11084876959186	sulmazole	1
crohn_quote_s_disease	-8.4298495502652	suloctidil	1
crohn_quote_s_disease	-6.34619037539754	sulpiride	1
crohn_quote_s_disease	7.69651386679056	suprofen	1.58362269915488e-12
crohn_quote_s_disease	6.37791104379545	suramin sodium	9.8337980737328e-09
crohn_quote_s_disease	0.909560448572416	suxibuzone	1
crohn_quote_s_disease	9.67842873111029	syrosingopine	9.66572443442055e-20
crohn_quote_s_disease	11.0752154434466	tacrine	9.66182276451429e-27
crohn_quote_s_disease	8.40426416958742	tacrolimus	2.63731687072789e-15
crohn_quote_s_disease	-0.507974823222803	talampicillin	1
crohn_quote_s_disease	5.72500250166223	tamoxifen	5.19275520849259e-07
crohn_quote_s_disease	4.0853680671621	tanespimycin	0.00092395607094811
crohn_quote_s_disease	19.5178217503123	telenzepine	1.52779428752665e-82
crohn_quote_s_disease	9.16445263136157	tenoxicam	1.05960021388959e-17
crohn_quote_s_disease	-4.06347654398041	terazosin	1
crohn_quote_s_disease	15.8801414466467	terbutaline	1.46721701959912e-54
crohn_quote_s_disease	-18.6040405453100	terconazole	1
crohn_quote_s_disease	6.68340384590343	terfenadine	1.05018855983402e-09
crohn_quote_s_disease	-19.0348593523655	terguride	1
crohn_quote_s_disease	8.27428709473044	testosterone	1.06180308167854e-14
crohn_quote_s_disease	15.29169635238	tetracaine	2.9425664830425e-50
crohn_quote_s_disease	29.894687841396	tetracycline	6.43681873328013e-184
crohn_quote_s_disease	-4.87783697482369	tetraethylenepentamine	1
crohn_quote_s_disease	14.5564938536578	tetrahydroalstonine	6.59872169313683e-45
crohn_quote_s_disease	-7.53954151678236	tetramisole	1
crohn_quote_s_disease	7.05932370215899	tetrandrine	1.48178127414393e-10
crohn_quote_s_disease	6.78949391362007	tetroquinone	1.05018855983402e-09
crohn_quote_s_disease	0.0231280578985974	tetryzoline	1
crohn_quote_s_disease	-0.874134835404369	thalidomide	1
crohn_quote_s_disease	8.50437517686739	thapsigargin	9.72899426723777e-16
crohn_quote_s_disease	20.8395768125041	theobromine	2.47910137163896e-93
crohn_quote_s_disease	18.9802400101278	theophylline	5.24631193147749e-78
crohn_quote_s_disease	-0.294095522728653	thiamazole	1
crohn_quote_s_disease	14.8588174112217	thiamine	2.95373384843307e-47
crohn_quote_s_disease	6.92926441650815	thiamphenicol	2.37965155692107e-10
crohn_quote_s_disease	-0.972439218505545	thiethylperazine	1
crohn_quote_s_disease	6.32399541675397	thiocolchicoside	9.8337980737328e-09
crohn_quote_s_disease	1.48760559759090	thioguanosine	1
crohn_quote_s_disease	2.72363356850412	thioperamide	0.200226901661934
crohn_quote_s_disease	11.9698932089041	thioproperazine	1.53236331081266e-30
crohn_quote_s_disease	-5.76466560162031	thioridazine	1
crohn_quote_s_disease	7.81522697055017	thiostrepton	3.98225819005194e-13
crohn_quote_s_disease	2.20780959542900	tiabendazole	1
crohn_quote_s_disease	19.9983265329564	tiapride	7.69499943543355e-85
crohn_quote_s_disease	6.87274239362585	tiaprofenic acid	2.37965155692107e-10
crohn_quote_s_disease	0.634568005125039	ticarcillin	1
crohn_quote_s_disease	-6.63075968524773	ticlopidine	1
crohn_quote_s_disease	-2.4780256838639	tiletamine	1
crohn_quote_s_disease	1.49343912820252	timolol	1
crohn_quote_s_disease	9.2032467331953	tinidazole	5.96503577655592e-18
crohn_quote_s_disease	5.10539734409407	tioguanine	1.2727032456876e-05
crohn_quote_s_disease	-9.14000048048756	tiratricol	1
crohn_quote_s_disease	5.70387284594624	tobramycin	5.19275520849259e-07
crohn_quote_s_disease	18.2884400510405	tocainide	2.59417664206401e-72
crohn_quote_s_disease	11.7065611232014	todralazine	1.88227747142648e-29
crohn_quote_s_disease	-0.445177931894821	tolazamide	1
crohn_quote_s_disease	-3.19781290881566	tolazoline	1
crohn_quote_s_disease	18.5685761809736	tolbutamide	1.63685263852249e-74
crohn_quote_s_disease	-10.0794677474292	tolfenamic acid	1
crohn_quote_s_disease	4.24094413480925	tolmetin	0.000588053704044158
crohn_quote_s_disease	8.01298637979612	tolnaftate	1.58494199184556e-13
crohn_quote_s_disease	-10.0089803492608	tomatidine	1
crohn_quote_s_disease	-4.97189638545603	tomelukast	1
crohn_quote_s_disease	-3.39940401457366	tonzonium bromide	1
crohn_quote_s_disease	6.34497623317076	topiramate	9.8337980737328e-09
crohn_quote_s_disease	-5.6662552269531	torasemide	1
crohn_quote_s_disease	-6.34743632117478	tracazolate	1
crohn_quote_s_disease	-3.38959120360341	tranexamic acid	1
crohn_quote_s_disease	-10.0709548406738	tranylcypromine	1
crohn_quote_s_disease	-0.645493368557187	trapidil	1
crohn_quote_s_disease	-12.5255124575912	trazodone	1
crohn_quote_s_disease	19.8200031993522	tremorine	9.55730979689075e-83
crohn_quote_s_disease	-10.9230940309271	tretinoin	1
crohn_quote_s_disease	4.39480230093876	triamcinolone	0.000380551789088521
crohn_quote_s_disease	0.89136812801385	triamterene	1
crohn_quote_s_disease	-15.2328199991691	tribenoside	1
crohn_quote_s_disease	15.4591378049734	trichlormethiazide	6.22492226531388e-52
crohn_quote_s_disease	1.54778718456261	trichostatin A	1
crohn_quote_s_disease	19.5768873284019	tridihexethyl	1.52779428752665e-82
crohn_quote_s_disease	-3.77740740122504	trifluoperazine	1
crohn_quote_s_disease	23.2382783184842	triflupromazine	2.27655919651629e-114
crohn_quote_s_disease	1.85430396333820	trifluridine	1
crohn_quote_s_disease	-7.32370919267189	triflusal	1
crohn_quote_s_disease	7.9463819741352	trihexyphenidyl	1.84712701734144e-13
crohn_quote_s_disease	11.7588019964172	trimetazidine	1.88227747142648e-29
crohn_quote_s_disease	-12.3618075269292	trimethadione	1
crohn_quote_s_disease	-7.32828614986712	trimethobenzamide	1
crohn_quote_s_disease	-1.05386237296189	trimethoprim	1
crohn_quote_s_disease	21.9874583405055	trimethylcolchicinic acid	2.60168231965972e-102
crohn_quote_s_disease	-0.850332722675705	trimipramine	1
crohn_quote_s_disease	-13.5875299144539	trioxysalen	1
crohn_quote_s_disease	-0.667615811866667	triprolidine	1
crohn_quote_s_disease	8.33914372334618	troglitazone	6.39228095222929e-15
crohn_quote_s_disease	-12.4409940506419	troleandomycin	1
crohn_quote_s_disease	1.86410473439713	Trolox C	1
crohn_quote_s_disease	9.81007680433403	tropicamide	5.56592697101507e-21
crohn_quote_s_disease	10.0432058287172	tropine	1.09381425581785e-21
crohn_quote_s_disease	-3.78038748480697	TTNPB	1
crohn_quote_s_disease	-1.25516716037672	tubocurarine chloride	1
crohn_quote_s_disease	3.22013318799045	tyloxapol	0.0205779901690134
crohn_quote_s_disease	0.608610087114825	tyrphostin AG-1478	1
crohn_quote_s_disease	2.50394834595316	tyrphostin AG-825	0.999999999999982
crohn_quote_s_disease	-10.5646639357945	U0125	1
crohn_quote_s_disease	9.82920475103764	urapidil	5.56592697101507e-21
crohn_quote_s_disease	-3.39648459602192	ursodeoxycholic acid	1
crohn_quote_s_disease	-0.563776796419839	ursolic acid	1
crohn_quote_s_disease	-3.31569890484239	valdecoxib	1
crohn_quote_s_disease	4.85944918447564	valinomycin	5.15504731766668e-05
crohn_quote_s_disease	13.4653793999162	valproic acid	2.68926056904630e-39
crohn_quote_s_disease	-11.2543582310055	vancomycin	1
crohn_quote_s_disease	4.53606280166408	vanoxerine	0.000380551789088521
crohn_quote_s_disease	2.29783158330707	velnacrine	1
crohn_quote_s_disease	-0.629023587306241	verapamil	1
crohn_quote_s_disease	-0.546403068674993	verteporfin	1
