hepatocellular_carcinoma	kif1b
menopause___right_parenthesis__age_at_onset__left_parenthesis__	tmem150b
menopause___right_parenthesis__age_at_onset__left_parenthesis__	trmt6
menopause___right_parenthesis__age_at_onset__left_parenthesis__	mcm8
menopause___right_parenthesis__age_at_onset__left_parenthesis__	y_rna
menopause___right_parenthesis__age_at_onset__left_parenthesis__	rp5-967n21.7
acenocoumarol_maintenance_dosage	rp11-119k6.4
acenocoumarol_maintenance_dosage	cyp4f2
abdominal_aortic_aneurysm	cdkn2bas
abdominal_aortic_aneurysm	dab2ip
obesity	fto
obesity	ac090771.1
obesity	ac090771.2
response_to_antipsychotic_treatment	meis2
response_to_antipsychotic_treatment	y_rna
response_to_antipsychotic_treatment	ppp3ca
response_to_antipsychotic_treatment	gpr98
response_to_antipsychotic_treatment	prkar2b
response_to_antipsychotic_treatment	cta-360l10.1
fetal_hemoglobin_levels	hbg2
fetal_hemoglobin_levels	hbe1
fetal_hemoglobin_levels	or51ab1p
fetal_hemoglobin_levels	or51b4
fetal_hemoglobin_levels	ac104389.28
fetal_hemoglobin_levels	bcl11a
fetal_hemoglobin_levels	ac009970.1
age-related_macular_degeneration___right_parenthesis__wet__left_parenthesis__	arms2
age-related_macular_degeneration___right_parenthesis__wet__left_parenthesis__	htra1
other_metabolic_traits	mtnr1b
other_metabolic_traits	rp11-419n10.3
other_metabolic_traits	crp
other_metabolic_traits	apob
other_metabolic_traits	ac010872.1
other_metabolic_traits	ift172
other_metabolic_traits	fndc4
other_metabolic_traits	gckr
other_metabolic_traits	spc25
other_metabolic_traits	g6pc2
other_metabolic_traits	abcb11
other_metabolic_traits	lpl
ankylosing_spondylitis	il23r
ankylosing_spondylitis	al109843.1
ankylosing_spondylitis	ac107081.2
ankylosing_spondylitis	cast
ankylosing_spondylitis	erap1
ankylosing_spondylitis	ctd-2260a17.1
fasting_insulin-related_traits	igf1
fasting_insulin-related_traits	igf1
fasting_insulin-related_traits	gckr
fasting_insulin-related_traits	gckr
fasting_insulin-related_traits	ac109829.1
fasting_insulin-related_traits	ac109829.1
f-cell_distribution	bcl11a
f-cell_distribution	ac009970.1
bipolar_disorder	ank3
bipolar_disorder	cacna1c
bipolar_disorder	dgkh
bipolar_disorder	rp11-187a9.2
bipolar_disorder	palb2
bipolar_disorder	dctn5
lung_cancer	ireb2
lung_cancer	ireb2
lung_cancer	ireb2
lung_cancer	ireb2
lung_cancer	agphd1
lung_cancer	agphd1
lung_cancer	agphd1
lung_cancer	agphd1
lung_cancer	chrna5
lung_cancer	chrna3
lung_cancer	chrna3
lung_cancer	chrnb4
lung_cancer	ac114291.1
lung_cancer	ac114291.1
lung_cancer	clptm1l
lung_cancer	clptm1l
rheumatoid_arthritis	il2ra
rheumatoid_arthritis	rp11-414h17.2
rheumatoid_arthritis	phtf1
rheumatoid_arthritis	phtf1
rheumatoid_arthritis	rsbn1
rheumatoid_arthritis	rsbn1
rheumatoid_arthritis	rp5-1073o3.2
rheumatoid_arthritis	rp5-1073o3.2
rheumatoid_arthritis	rp5-1073o3.2
rheumatoid_arthritis	ptpn22
rheumatoid_arthritis	ptpn22
rheumatoid_arthritis	ptpn22
rheumatoid_arthritis	al137856.1
rheumatoid_arthritis	al137856.1
rheumatoid_arthritis	al137856.1
rheumatoid_arthritis	rpl13p2
rheumatoid_arthritis	rpl13p2
rheumatoid_arthritis	cd40
rheumatoid_arthritis	cd40
rheumatoid_arthritis	rel
rheumatoid_arthritis	ac010733.1
rheumatoid_arthritis	ac010733.8
rheumatoid_arthritis	ac010733.5
rheumatoid_arthritis	pus10
rheumatoid_arthritis	spred2
rheumatoid_arthritis	ac012370.2
rheumatoid_arthritis	ac104782.3
rheumatoid_arthritis	ctla4
rheumatoid_arthritis	fam107a
rheumatoid_arthritis	rp11-475o23.2
rheumatoid_arthritis	ac111003.1
rheumatoid_arthritis	rp11-324h7.1
rheumatoid_arthritis	ankrd55
rheumatoid_arthritis	u6
rheumatoid_arthritis	rpl17p22
rheumatoid_arthritis	5s_rrna
rheumatoid_arthritis	ctc-503k11.2
rheumatoid_arthritis	c5orf30
rheumatoid_arthritis	hla-drb1
rheumatoid_arthritis	hla-drb1
rheumatoid_arthritis	hla-dqa1
rheumatoid_arthritis	rp11-95m15.1
rheumatoid_arthritis	rp11-95m15.1
rheumatoid_arthritis	rp11-95m15.1
rheumatoid_arthritis	ccr6
rheumatoid_arthritis	ccr6
rheumatoid_arthritis	irf5
rheumatoid_arthritis	tnpo3
rheumatoid_arthritis	ac025594.2
rheumatoid_arthritis	fam167a
rheumatoid_arthritis	blk
rheumatoid_arthritis	ccl19
rheumatoid_arthritis	ccl21
rheumatoid_arthritis	rp11-195f19.10
rheumatoid_arthritis	rp11-195f19.10
rheumatoid_arthritis	phf19
rheumatoid_arthritis	traf1
rheumatoid_arthritis	traf1
amyotrophic_lateral_sclerosis	unc13a
amyotrophic_lateral_sclerosis	kifap3
amyotrophic_lateral_sclerosis	al356475.1
amyotrophic_lateral_sclerosis	rp11-332h17.1
amyotrophic_lateral_sclerosis	tiam1
amyotrophic_lateral_sclerosis	ap000251.2
amyotrophic_lateral_sclerosis	znf746
amyotrophic_lateral_sclerosis	dpp6
amyotrophic_lateral_sclerosis	mobkl2b
amyotrophic_lateral_sclerosis	mobkl2b
amyotrophic_lateral_sclerosis	mobkl2b
amyotrophic_lateral_sclerosis	ifnk
amyotrophic_lateral_sclerosis	ifnk
amyotrophic_lateral_sclerosis	ifnk
amyotrophic_lateral_sclerosis	c9orf72
amyotrophic_lateral_sclerosis	c9orf72
amyotrophic_lateral_sclerosis	c9orf72
select_biomarker_traits	or10j3
select_biomarker_traits	fcer1a
select_biomarker_traits	rp11-550p17.5
select_biomarker_traits	or10j1
select_biomarker_traits	rp11-180d21.1
select_biomarker_traits	rp11-419n10.3
select_biomarker_traits	crp
behcet_quote_s_disease	rp4-763g1.1
behcet_quote_s_disease	rp4-763g1.1
behcet_quote_s_disease	il12rb2
behcet_quote_s_disease	il12rb2
behcet_quote_s_disease	il10
behcet_quote_s_disease	il10
hirschsprung_quote_s_disease	ret
hirschsprung_quote_s_disease	nrg1
eosinophilic_esophagitis___right_parenthesis__pediatric__left_parenthesis__	tslp
eosinophilic_esophagitis___right_parenthesis__pediatric__left_parenthesis__	ac008572.1
celiac_disease	zmiz1
celiac_disease	ets1
celiac_disease	atxn2
celiac_disease	u7
celiac_disease	ac137055.1
celiac_disease	snou13
celiac_disease	hsa-mir-548h-2
celiac_disease	y_rna
celiac_disease	c16orf75
celiac_disease	ptpn2
celiac_disease	rp3-395m20.7
celiac_disease	rp3-395m20.9
celiac_disease	c1orf93
celiac_disease	mmel1
celiac_disease	rp4-781l3.1
celiac_disease	runx3
celiac_disease	rp11-84d1.1
celiac_disease	rp5-1011o1.2
celiac_disease	rp5-1011o1.2
celiac_disease	rgs1
celiac_disease	rgs1
celiac_disease	c1orf106
celiac_disease	rp11-180a14.6
celiac_disease	c1orf81
celiac_disease	u6
celiac_disease	icoslg
celiac_disease	dnmt3l
celiac_disease	pus10
celiac_disease	ac015969.3
celiac_disease	plek
celiac_disease	il1rl1
celiac_disease	il18r1
celiac_disease	il18rap
celiac_disease	ac007278.2
celiac_disease	ac007278.3
celiac_disease	slc9a4
celiac_disease	ac104820.2
celiac_disease	icos
celiac_disease	ccr4
celiac_disease	ccr3
celiac_disease	ccr1
celiac_disease	arhgap31
celiac_disease	ctd-2049j23.2
celiac_disease	ctd-2049j23.2
celiac_disease	lpp
celiac_disease	lpp
celiac_disease	kiaa1109
celiac_disease	al357054.1
celiac_disease	irf4
celiac_disease	hla-dqa1
celiac_disease	hla-dqa1
celiac_disease	bach2
celiac_disease	ptprk
celiac_disease	tagap
celiac_disease	tagap
celiac_disease	rp1-111c20.3
celiac_disease	rp1-111c20.3
biochemical_measures	slc2a9
biochemical_measures	rp13-560n11.1
bitter_taste_response	mgam
bitter_taste_response	tas2r38
skin_pigmentation	tyr
skin_pigmentation	rxfp3
skin_pigmentation	slc45a2
skin_pigmentation	rp11-1084j3.1
endometriosis	cdkn2bas
qt_interval	kcnq1
qt_interval	kcnq1
qt_interval	kcnq1
qt_interval	ac007616.1
qt_interval	ac007616.1
qt_interval	litaf
qt_interval	litaf
qt_interval	ndrg4
qt_interval	ac009118.2
qt_interval	setd6
qt_interval	cnot1
qt_interval	cnot1
qt_interval	snora46
qt_interval	lig3
qt_interval	ac004223.2
qt_interval	rffl
qt_interval	rpl22
qt_interval	rpl22
qt_interval	rp1-120g22.11
qt_interval	rp1-120g22.11
qt_interval	rnf207
qt_interval	rnf207
qt_interval	icmt
qt_interval	icmt
qt_interval	c1orf211
qt_interval	c1orf211
qt_interval	rp11-227f8.2
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	nos1ap
qt_interval	atp1b1
qt_interval	nme7
qt_interval	al031726.2
qt_interval	exog
qt_interval	exog
qt_interval	scn5a
qt_interval	scn5a
qt_interval	slc35f1
qt_interval	c6orf204
qt_interval	kcnh2
qt_interval	kcnh2
qt_interval	kcnh2
body_mass___right_parenthesis__lean__left_parenthesis__	trhr
black_vs._red_hair_color	herc2
black_vs._red_hair_color	whamml2
black_vs._red_hair_color	ac055876.2
black_vs._red_hair_color	c16orf55
black_vs._red_hair_color	cdk10
black_vs._red_hair_color	spata2l
black_vs._red_hair_color	c16orf7
black_vs._red_hair_color	slc45a2
black_vs._red_hair_color	rp11-1084j3.1
black_vs._red_hair_color	al357054.1
black_vs._red_hair_color	irf4
electrocardiographic_traits	rp11-346d6.6
electrocardiographic_traits	kcnq1
electrocardiographic_traits	tbx5
electrocardiographic_traits	tbx5
electrocardiographic_traits	il25
electrocardiographic_traits	cmtm5
electrocardiographic_traits	myh6
electrocardiographic_traits	hsa-mir-208a
electrocardiographic_traits	nos1ap
electrocardiographic_traits	nos1ap
electrocardiographic_traits	kcne1
electrocardiographic_traits	rcan1
electrocardiographic_traits	exog
electrocardiographic_traits	scn5a
electrocardiographic_traits	scn10a
electrocardiographic_traits	scn10a
electrocardiographic_traits	scn10a
electrocardiographic_traits	arhgap24
electrocardiographic_traits	u1
electrocardiographic_traits	y_rna
electrocardiographic_traits	rp1-193m11.1
electrocardiographic_traits	cav1
electrocardiographic_traits	ac006159.5
electrocardiographic_traits	ac006159.4
electrocardiographic_traits	kcnh2
esophageal_cancer_and_gastric_cancer	plce1
esophageal_cancer_and_gastric_cancer	plce1
esophageal_cancer_and_gastric_cancer	rp11-76p2.2
esophageal_cancer_and_gastric_cancer	rp11-76p2.3
esophageal_cancer_and_gastric_cancer	chek2
esophageal_cancer_and_gastric_cancer	hscb
coronary_heart_disease	celsr2
coronary_heart_disease	psrc1
coronary_heart_disease	mybphl
coronary_heart_disease	mras
coronary_heart_disease	mthfd1l
coronary_heart_disease	rp1-99e18.2
coronary_heart_disease	u6
coronary_heart_disease	slc22a3
coronary_heart_disease	slc22a3
coronary_heart_disease	rp11-72o9.4
coronary_heart_disease	rp11-72o9.4
coronary_heart_disease	rp11-72o9.4
coronary_heart_disease	rp11-72o9.4
coronary_heart_disease	lpa
coronary_heart_disease	lpa
coronary_heart_disease	lpa
coronary_heart_disease	lpa
coronary_heart_disease	cdkn2bas
coronary_heart_disease	cdkn2bas
parkinson_quote_s_disease	c10orf26
parkinson_quote_s_disease	cyp17a1
parkinson_quote_s_disease	cyp17a1os
parkinson_quote_s_disease	rp11-753c18.4
parkinson_quote_s_disease	rp11-753c18.7
parkinson_quote_s_disease	slc2a13
parkinson_quote_s_disease	sh3d20
parkinson_quote_s_disease	plekhm1
parkinson_quote_s_disease	ac091132.1
parkinson_quote_s_disease	ac126544.1
parkinson_quote_s_disease	ac126544.2
parkinson_quote_s_disease	c17orf69
parkinson_quote_s_disease	nsf
parkinson_quote_s_disease	wnt3
parkinson_quote_s_disease	nucks1
parkinson_quote_s_disease	ac119673.2
parkinson_quote_s_disease	snora72
parkinson_quote_s_disease	rab7l1
parkinson_quote_s_disease	slc41a1
parkinson_quote_s_disease	gak
parkinson_quote_s_disease	bst1
parkinson_quote_s_disease	rp11-115l11.1
parkinson_quote_s_disease	rp11-442p12.2
parkinson_quote_s_disease	rp11-115d19.1
parkinson_quote_s_disease	rp11-115d19.1
parkinson_quote_s_disease	snca
parkinson_quote_s_disease	snca
parkinson_quote_s_disease	snca
parkinson_quote_s_disease	snca
essential_tremor	ac110607.1
hematology_traits	kctd17
hematology_traits	kctd17
hematology_traits	7sk
hematology_traits	7sk
hematology_traits	tmprss6
hematology_traits	tmprss6
hematology_traits	rp5-1170k4.7
hematology_traits	rp5-1170k4.7
hematology_traits	slc17a1
hematology_traits	slc17a3
serum_calcium	casr
serum_calcium	casr
serum_calcium	ac068754.1
serum_calcium	ac068754.1
two-hour_glucose_challenge	gipr
two-hour_glucose_challenge	hsa-mir-642
two-hour_glucose_challenge	snrpd2
two-hour_glucose_challenge	qpctl
two-hour_glucose_challenge	ift172
two-hour_glucose_challenge	fndc4
two-hour_glucose_challenge	gckr
two-hour_glucose_challenge	adcy5
ischemic_stroke	rp11-777n19.1
otosclerosis	reln
testicular_germ_cell_tumor	kitlg
testicular_germ_cell_tumor	kitlg
testicular_germ_cell_tumor	spry4
testicular_germ_cell_tumor	bak1
testicular_germ_cell_tumor	ggnbp1
testicular_germ_cell_tumor	c6orf227
blood_pressure	cdh13
blood_pressure	ac040169.1
blood_pressure	ac009063.1
obesity___right_parenthesis__extreme__left_parenthesis__	fto
obesity___right_parenthesis__extreme__left_parenthesis__	fto
obesity___right_parenthesis__extreme__left_parenthesis__	ac090771.1
obesity___right_parenthesis__extreme__left_parenthesis__	ac090771.2
aortic_root_size	smg6
aortic_root_size	al450226.2
aortic_root_size	prdm6
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	zmiz1
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	ac145285.4
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	rp11-1348g14.1
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	atxn2l
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	tufm
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	mtmr3
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	hormad2
inflammatory_bowel_disease___right_parenthesis__early_onset__left_parenthesis__	cta-85e5.6
serum_bilirubin_levels	slco1b1
serum_bilirubin_levels	ugt1a8
serum_bilirubin_levels	ugt1a10
serum_bilirubin_levels	ugt1a9
serum_bilirubin_levels	ugt1a7
serum_bilirubin_levels	ugt1a6
serum_bilirubin_levels	ugt1a5
serum_bilirubin_levels	ugt1a4
serum_bilirubin_levels	ugt1a3
serum_bilirubin_levels	dnajb3
serum_bilirubin_levels	ugt1a2p
serum_bilirubin_levels	ac114812.10
serum_bilirubin_levels	ac114812.5
serum_bilirubin_levels	ugt1a1
serum_bilirubin_levels	heatr7b1
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	gab2
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	pvrl2
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	tomm40
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	tomm40
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	apoe
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	apoe
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	apoc1
alzheimer_quote_s_disease___right_parenthesis__late_onset__left_parenthesis__	mthfd1l
esophageal_cancer	aldh2
esophageal_cancer	rp11-696n14.1
esophageal_cancer	adh1b
esophageal_cancer	adh1c
glioma	arcn1
glioma	u6
glioma	phldb1
glioma	rtel1
glioma	tnfrsf6b
glioma	ac114291.1
glioma	ac114291.1
glioma	tert
glioma	tert
glioma	ac013300.1
glioma	ac013300.1
glioma	cdkn2bas
red_vs._non-red_hair_color	rps2p1
resting_heart_rate	c11orf9
resting_heart_rate	c11orf10
resting_heart_rate	hsa-mir-611
resting_heart_rate	fen1
resting_heart_rate	fads1
resting_heart_rate	hsa-mir-1908
resting_heart_rate	fads2
resting_heart_rate	cmtm5
resting_heart_rate	myh6
resting_heart_rate	hsa-mir-208a
resting_heart_rate	myh7
resting_heart_rate	al132855.1
resting_heart_rate	zfhx2
resting_heart_rate	slc35f1
resting_heart_rate	al139098.3
resting_heart_rate	gja1
resting_heart_rate	slc12a9
resting_heart_rate	rp11-126l15.4
resting_heart_rate	trip6
resting_heart_rate	trip6
resting_heart_rate	srrt
resting_heart_rate	srrt
resting_heart_rate	ufsp1
resting_heart_rate	ache
resting_heart_rate	ac011895.1
blood_lipid_traits	herpud1
blood_lipid_traits	ac012181.1
blood_lipid_traits	cetp
blood_lipid_traits	celsr2
blood_lipid_traits	psrc1
blood_lipid_traits	mybphl
red_blood_cell_traits	kctd17
red_blood_cell_traits	kctd17
red_blood_cell_traits	kctd17
red_blood_cell_traits	7sk
red_blood_cell_traits	7sk
red_blood_cell_traits	7sk
red_blood_cell_traits	tmprss6
red_blood_cell_traits	tmprss6
red_blood_cell_traits	tmprss6
red_blood_cell_traits	rp5-1170k4.7
red_blood_cell_traits	rp5-1170k4.7
red_blood_cell_traits	rp5-1170k4.7
red_blood_cell_traits	slc17a1
red_blood_cell_traits	slc17a3
red_blood_cell_traits	hfe
red_blood_cell_traits	hfe
red_blood_cell_traits	hist1h4c
red_blood_cell_traits	hist1h4c
red_blood_cell_traits	hist1h1t
red_blood_cell_traits	hist1h1t
height	ppif
height	ltbp3
height	sssca1
height	fam89b
height	ehbp1l1
height	serpinh1
height	map6
height	etv6
height	slco1c1
height	ccdc91
height	hmga2
height	hmga2
height	hmga2
height	hmga2
height	hmga2
height	rp11-159a18.1
height	ac025260.3
height	socs2
height	igf1
height	sbno1
height	y_rna
height	gpr133
height	dleu1
height	dleu1
height	rp11-175b12.2
height	rp11-175b12.2
height	u6
height	nfatc4
height	c14orf39
height	six6
height	ltbp2
height	fbln5
height	trip11
height	trip11
height	sh3gl3
height	ac087738.2
height	adamtsl3
height	adamtsl3
height	igf1r
height	adamts17
height	caskin1
height	ac009065.1
height	ac009065.4
height	mlst8
height	c16orf79
height	pgp
height	c17orf42
height	adap2
height	plcd3
height	acbd4
height	hexim1
height	ac002117.1
height	tbx2
height	ac005746.1
height	c17orf82
height	csh2
height	gh2
height	csh1
height	cshl1
height	cables1
height	ac105247.1
height	ap3d1
height	dot1l
height	nfic
height	myo1f
height	adamts10
height	bckdha
height	b3gnt8
height	atp5sl
height	c19orf69
height	crocc
height	mfap2
height	rp1-37c10.3
height	atp13a2
height	cnksr1
height	catsper4
height	rp11-231p20.2
height	scmh1
height	sv2a
height	sf3b4
height	mtmr11
height	otud7b
height	dnm3
height	glt25d2
height	tsen15
height	znf678
height	rp4-566d2.1
height	rp4-553f4.2
height	rp4-553f4.2
height	znf341
height	znf341
height	rpl31p2
height	rpl31p2
height	uqcc
height	uqcc
height	uqcc
height	uqcc
height	dnajc27
height	ac013267.1
height	snord14
height	ac013267.2
height	cdc42ep3
height	ac006369.3
height	efemp1
height	efemp1
height	efemp1
height	efemp1
height	eif2ak3
height	ac062029.1
height	dirc3
height	ihh
height	nhej1
height	slc23a3
height	nppc
height	dis3l2
height	dis3l2
height	rp11-5o17.2
height	rft1
height	ccdc66
height	c3orf63
height	rybp
height	h1fx
height	rp13-685p2.5
height	rp13-685p2.4
height	cep63
height	rp11-445j14.1
height	rp11-438d8.2
height	rp11-438d8.2
height	rp11-438d8.2
height	rp11-438d8.2
height	zbtb38
height	zbtb38
height	zbtb38
height	zbtb38
height	zbtb38
height	zbtb38
height	ghsr
height	igf2bp2
height	fam184b
height	dcaf16
height	ncapg
height	lcorl
height	lcorl
height	lcorl
height	prkg2
height	prkg2
height	rp11-291l15.2
height	rp11-291l15.2
height	hhip
height	hhip
height	hhip
height	hhip
height	ctc-454m9.1
height	slc22a4
height	ac034220.3
height	slc22a5
height	slit3
height	bmp6
height	hist1h2bg
height	hist1h2bg
height	hist1h2bg
height	hist1h2ae
height	hist1h2ae
height	hist1h2ae
height	hist1h3e
height	hist1h3e
height	hist1h3e
height	hist1h2aps3
height	hist1h2aps3
height	hist1h2aps3
height	hist1h1d
height	hist1h1d
height	hist1h1d
height	hist1h4f
height	hist1h4f
height	hist1h4f
height	hist1h4g
height	hist1h4g
height	hist1h4g
height	hist1h3f
height	hist1h3f
height	hist1h3f
height	al031777.1
height	al031777.1
height	al031777.1
height	hist1h2bh
height	hist1h2bh
height	hist1h2bh
height	rp11-513i15.3
height	rp11-513i15.3
height	hmga1
height	hmga1
height	c6orf1
height	c6orf1
height	rp11-513i15.5
height	rp11-513i15.5
height	rp11-513i15.6
height	rp11-513i15.6
height	rp1-187n21.2
height	rp1-187n21.2
height	nudt3
height	nudt3
height	c6orf106
height	ppard
height	mkrnp2
height	fance
height	c6orf220
height	lin28b
height	rp11-753g20.1
height	l3mbtl3
height	gpr126
height	gpr126
height	gpr126
height	rp1-287g14.4
height	rp1-287g14.4
height	rp1-287g14.5
height	esr1
height	amz1
height	ac006028.9
height	gna12
height	gna12
height	ac006028.11
height	igf2bp3
height	u7
height	ac079780.3
height	jazf1
height	jazf1
height	cdk6
height	cdk6
height	cdk6
height	plag1
height	plag1
height	plag1
height	rp11-274m4.1
height	zfat
height	ippk
height	rp11-476b13.2
height	ptch1
height	znf462
height	fubp3
height	lhx3
height	qsox2
height	qsox2
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	rp11-20j15.2
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	rp11-20j15.3
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	smarca4
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	pcsk9
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	celsr2
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	psrc1
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	mybphl
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	mia3
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	rp11-378j18.6
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	rp11-378j18.5
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	aida
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	ap000318.2
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	ica1l
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	wdr12
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	phactr1
myocardial_infarction___right_parenthesis__early_onset__left_parenthesis__	cdkn2bas
serum_magnesium_levels	krtcap2
serum_magnesium_levels	trim46
serum_magnesium_levels	muc1
serum_magnesium_levels	hsa-mir-92b
serum_magnesium_levels	thbs3
serum_magnesium_levels	rp11-263k19.4
serum_magnesium_levels	mtx1
serum_magnesium_levels	rp11-263k19.6
serum_magnesium_levels	mecom
serum_magnesium_levels	shroom3
serum_magnesium_levels	ac112249.2
serum_magnesium_levels	rp11-688h10.1
serum_magnesium_levels	trpm6
type_1_diabetes	il2ra
type_1_diabetes	rp11-414h17.2
type_1_diabetes	rbm17
type_1_diabetes	al137145.1
type_1_diabetes	al137145.2
type_1_diabetes	rnls
type_1_diabetes	igf2
type_1_diabetes	ac132217.4
type_1_diabetes	ins
type_1_diabetes	hsa-mir-483
type_1_diabetes	igf2as
type_1_diabetes	th
type_1_diabetes	clec2d
type_1_diabetes	cd69
type_1_diabetes	suox
type_1_diabetes	ikzf4
type_1_diabetes	erbb3
type_1_diabetes	erbb3
type_1_diabetes	erbb3
type_1_diabetes	erbb3
type_1_diabetes	pa2g4
type_1_diabetes	pa2g4
type_1_diabetes	pa2g4
type_1_diabetes	sh2b3
type_1_diabetes	atxn2
type_1_diabetes	naa25
type_1_diabetes	naa25
type_1_diabetes	naa25
type_1_diabetes	zfp36l1
type_1_diabetes	c14orf181
type_1_diabetes	meg3
type_1_diabetes	snord112
type_1_diabetes	hsa-mir-770
type_1_diabetes	al117190.1
type_1_diabetes	ctsh
type_1_diabetes	rasgrf1
type_1_diabetes	clec16a
type_1_diabetes	clec16a
type_1_diabetes	clec16a
type_1_diabetes	clec16a
type_1_diabetes	nupr1
type_1_diabetes	ctrb2
type_1_diabetes	ctrb1
type_1_diabetes	rp11-331f4.4
type_1_diabetes	bcar1
type_1_diabetes	gsdmb
type_1_diabetes	ormdl3
type_1_diabetes	smarce1
type_1_diabetes	y_rna
type_1_diabetes	ptpn2
type_1_diabetes	ptpn2
type_1_diabetes	dok6
type_1_diabetes	cd226
type_1_diabetes	tyk2
type_1_diabetes	prkd2
type_1_diabetes	ac093503.1
type_1_diabetes	ac008635.2
type_1_diabetes	ac008635.3
type_1_diabetes	strn4
type_1_diabetes	phtf1
type_1_diabetes	phtf1
type_1_diabetes	phtf1
type_1_diabetes	rsbn1
type_1_diabetes	rsbn1
type_1_diabetes	rsbn1
type_1_diabetes	rp5-1073o3.2
type_1_diabetes	rp5-1073o3.2
type_1_diabetes	ptpn22
type_1_diabetes	ptpn22
type_1_diabetes	al137856.1
type_1_diabetes	al137856.1
type_1_diabetes	y_rna
type_1_diabetes	il10
type_1_diabetes	sirpb1
type_1_diabetes	sirpg
type_1_diabetes	rp11-77c3.3
type_1_diabetes	tmprss3
type_1_diabetes	tmprss3
type_1_diabetes	ubash3a
type_1_diabetes	ubash3a
type_1_diabetes	u6
type_1_diabetes	u6
type_1_diabetes	mtmr3
type_1_diabetes	hormad2
type_1_diabetes	rp3-438o4.4
type_1_diabetes	rp1-151b14.6
type_1_diabetes	c1qtnf6
type_1_diabetes	sstr3
type_1_diabetes	gab3
type_1_diabetes	ifih1
type_1_diabetes	ifih1
type_1_diabetes	ctla4
type_1_diabetes	ctla4
type_1_diabetes	ac111003.1
type_1_diabetes	kiaa1109
type_1_diabetes	hla-dqa1
type_1_diabetes	hla-dqa1
type_1_diabetes	bach2
type_1_diabetes	bach2
type_1_diabetes	skap2
type_1_diabetes	rp4-724e13.2
type_1_diabetes	glis3
type_1_diabetes	rp11-358m14.2
aging	lrp1b
brain_imaging	rp11-179b15.5
brain_imaging	ube2d1
brain_imaging	pvrl2
brain_imaging	pvrl2
brain_imaging	tomm40
brain_imaging	tomm40
brain_imaging	apoe
brain_imaging	apoe
brain_imaging	apoc1
brain_imaging	rp11-335e6.2
brain_imaging	rp11-62g11.2
brain_imaging	rp11-444p10.1
brain_imaging	tp63
brain_imaging	rp11-600g3.1
c-reactive_protein	u7
c-reactive_protein	hnf1a
c-reactive_protein	hnf1a
c-reactive_protein	hnf1a
c-reactive_protein	c12orf43
c-reactive_protein	c12orf43
c-reactive_protein	oasl
c-reactive_protein	pvrl2
c-reactive_protein	tomm40
c-reactive_protein	tomm40
c-reactive_protein	apoe
c-reactive_protein	apoe
c-reactive_protein	apoc1
c-reactive_protein	apoc1
c-reactive_protein	lepr
c-reactive_protein	lepr
c-reactive_protein	il6r
c-reactive_protein	rp11-419n10.3
c-reactive_protein	crp
c-reactive_protein	crp
c-reactive_protein	gckr
c-reactive_protein	ac109829.1
major_mood_disorders	nt5dc2
major_mood_disorders	c3orf78
major_mood_disorders	ac112215.4
major_mood_disorders	pbrm1
major_mood_disorders	u6
major_mood_disorders	u6atac
soluble_icam-1	icam1
soluble_icam-1	icam1
soluble_icam-1	icam1
soluble_icam-1	icam4
soluble_icam-1	icam4
soluble_icam-1	icam4
soluble_icam-1	icam5
soluble_icam-1	icam5
soluble_icam-1	icam5
soluble_icam-1	zglp1
soluble_icam-1	zglp1
