affy_hg_u133_plus_2	ensembl_gene_id	hgnc_symbol	entrezgene	uniprot_swissprot_accession	chromosome_name	start_position	end_position	band
210047_at	ENSG00000110911	SLC11A2	4891		12	51373184	51422349	q13.12
210048_at	ENSG00000134265	NAPG	8774	Q99747	18	10525873	10552762	p11.22
210048_at	ENSG00000134265	NAPG	8774		18	10525873	10552762	p11.22
210049_at	ENSG00000117601	SERPINC1	462	P01008	1	173872947	173886516	q25.1
210050_at	ENSG00000111669	TPI1	7167	P60174	12	6976283	6980112	p13.31
210050_at	ENSG00000111669	TPI1	7167		12	6976283	6980112	p13.31
210051_at	ENSG00000079337	RAPGEF3	10411	O95398	12	48128455	48164823	q13.11
210051_at	ENSG00000079337	RAPGEF3	10411		12	48128455	48164823	q13.11
210052_s_at	ENSG00000088325	TPX2	22974	Q9ULW0	20	30327074	30389608	q11.21
210052_s_at	ENSG00000088325	TPX2	22974		20	30327074	30389608	q11.21
210053_at	ENSG00000148835	TAF5	6877	Q15542	10	105127724	105148822	q24.33
210053_at	ENSG00000148835	TAF5	6877		10	105127724	105148822	q24.33
210054_at	ENSG00000214367	HAUS3	79441	Q68CZ6	4	2229191	2243891	p16.3
210055_at	ENSG00000165409	TSHR	7253	P16473	14	81421709	81612646	q31.1
210055_at	ENSG00000165409	TSHR	7253		14	81421709	81612646	q31.1
210056_at	ENSG00000172602	RND1	27289	Q92730	12	49250928	49259681	q13.12
210057_at	ENSG00000157106	SMG1	23049	Q96Q15	16	18816175	18937776	p12.3
210057_at	ENSG00000157106	SMG1	100506060	Q96Q15	16	18816175	18937776	p12.3
210057_at	ENSG00000157106	SMG1	23049	Q5BKU6	16	18816175	18937776	p12.3
210057_at	ENSG00000157106	SMG1	100506060	Q5BKU6	16	18816175	18937776	p12.3
210058_at	ENSG00000156711	MAPK13	5603		6	36095586	36107842	p21.31
210058_at	ENSG00000156711	MAPK13	5603	O15264	6	36095586	36107842	p21.31
210059_s_at	ENSG00000156711	MAPK13	5603		6	36095586	36107842	p21.31
210059_s_at	ENSG00000156711	MAPK13	5603	O15264	6	36095586	36107842	p21.31
210060_at	ENSG00000185527	PDE6G	5148	P18545	17	79617489	79623607	q25.3
210061_at	ENSG00000164048	ZNF589	51385	Q86UQ0	3	48282590	48340743	p21.31
210061_at	ENSG00000164048	ZNF589	51385		3	48282590	48340743	p21.31
210062_s_at	ENSG00000164048	ZNF589	51385	Q86UQ0	3	48282590	48340743	p21.31
210062_s_at	ENSG00000164048	ZNF589	51385		3	48282590	48340743	p21.31
210063_at	ENSG00000123453	SARDH	1757	Q9UL12	9	136528682	136605077	q34.2
210063_at	ENSG00000123453	SARDH	1757		9	136528682	136605077	q34.2
210064_s_at	ENSG00000114638	UPK1B	7348		3	118892364	118924000	q13.32
210064_s_at	ENSG00000114638	UPK1B	7348	O75841	3	118892364	118924000	q13.32
210065_s_at	ENSG00000114638	UPK1B	7348	O75841	3	118892364	118924000	q13.32
210065_s_at	ENSG00000114638	UPK1B	7348		3	118892364	118924000	q13.32
210066_s_at	ENSG00000171885	AQP4	361	P55087	18	24432002	24445749	q11.2
210066_s_at	ENSG00000171885	AQP4	361		18	24432002	24445749	q11.2
210067_at	ENSG00000171885	AQP4	361	P55087	18	24432002	24445749	q11.2
210067_at	ENSG00000171885	AQP4	361		18	24432002	24445749	q11.2
210068_s_at	ENSG00000171885	AQP4	361	P55087	18	24432002	24445749	q11.2
210068_s_at	ENSG00000171885	AQP4	361		18	24432002	24445749	q11.2
210072_at	ENSG00000172724	CCL19	6363	Q99731	9	34689564	34691274	p13.3
210072_at	ENSG00000172724	CCL19	6363		9	34689564	34691274	p13.3
210073_at	ENSG00000111728	ST8SIA1	6489	Q92185	12	22216707	22589975	p12.1
210073_at	ENSG00000111728	ST8SIA1	6489		12	22216707	22589975	p12.1
210074_at	ENSG00000136943	CTSL2	1515	O60911	9	99794940	99801925	q22.33
210074_at	ENSG00000136943	CTSL2	1515		9	99794940	99801925	q22.33
210075_at	ENSG00000099785	MARCH2	51257	Q9P0N8	19	8478187	8503895	p13.2
210075_at	ENSG00000099785	MARCH2	51257		19	8478187	8503895	p13.2
210078_s_at	ENSG00000169282	KCNAB1	7881	Q14722	3	155755490	156256545	q25.31
210078_s_at	ENSG00000169282	KCNAB1	7881		3	155755490	156256545	q25.31
210079_x_at	ENSG00000169282	KCNAB1	7881	Q14722	3	155755490	156256545	q25.31
210079_x_at	ENSG00000169282	KCNAB1	7881		3	155755490	156256545	q25.31
210081_at	ENSG00000204305	AGER	177		6	32148745	32152101	p21.32
210081_at	ENSG00000204305	AGER	177	Q15109	6	32148745	32152101	p21.32
210082_at	ENSG00000198691	ABCA4	24	P78363	1	94458391	94586688	p22.1
210082_at	ENSG00000198691	ABCA4	24		1	94458391	94586688	p22.1
210083_at	ENSG00000138623	SEMA7A	8482	O75326	15	74701630	74726300	q24.1
210083_at	ENSG00000138623	SEMA7A	8482		15	74701630	74726300	q24.1
210085_s_at	ENSG00000143412	ANXA9	8416	O76027	1	150954493	150968110	q21.3
210086_at	ENSG00000168453	HR	55806	O43593	8	21971928	21990897	p21.3
210086_at	ENSG00000168453	HR	55806		8	21971928	21990897	p21.3
210087_s_at	ENSG00000197965	MPZL1	9019	O95297	1	167690429	167761156	q24.2
210087_s_at	ENSG00000197965	MPZL1	9019		1	167690429	167761156	q24.2
210088_x_at	ENSG00000198336	MYL4	4635	P12829	17	45286428	45301045	q21.32
210089_s_at	ENSG00000112769	LAMA4	3910	Q16363	6	112429963	112576141	q21
210089_s_at	ENSG00000112769	LAMA4	3910		6	112429963	112576141	q21
210090_at	ENSG00000198576	ARC	23237	Q7LC44	8	143692410	143695833	q24.3
210091_s_at	ENSG00000134769	DTNA	1837		18	32073254	32471808	q12.1
210092_at	ENSG00000162385	MAGOH	4116	P61326	1	53692564	53704282	p32.3
210092_at	ENSG00000162385	MAGOH	4116		1	53692564	53704282	p32.3
210093_s_at	ENSG00000162385	MAGOH	4116	P61326	1	53692564	53704282	p32.3
210093_s_at	ENSG00000162385	MAGOH	4116		1	53692564	53704282	p32.3
210094_s_at	ENSG00000148498	PARD3	56288	Q8TEW0	10	34398488	35104253	p11.21
210094_s_at	ENSG00000148498	PARD3	56288		10	34398488	35104253	p11.21
210095_s_at	ENSG00000146674	IGFBP3	3486	P17936	7	45951850	45961473	p12.3
210095_s_at	ENSG00000146674	IGFBP3	3486		7	45951850	45961473	p12.3
210096_at	ENSG00000142973	CYP4B1	1580		1	47223510	47285085	p33
210096_at	ENSG00000142973	CYP4B1	1580	P13584	1	47223510	47285085	p33
210097_s_at	ENSG00000225921	NOL7	51406	Q9UMY1	6	13615559	13632971	p23
210100_s_at	ENSG00000107331	ABCA2	20	Q9BZC7	9	139901686	139923374	q34.3
210100_s_at	ENSG00000107331	ABCA2	20		9	139901686	139923374	q34.3
210101_x_at	ENSG00000097033	SH3GLB1	51100	Q9Y371	1	87170259	87213867	p22.3
210101_x_at	ENSG00000097033	SH3GLB1	51100		1	87170259	87213867	p22.3
210102_at	ENSG00000110002	VWA5A	4013		11	123986069	124018428	q24.2
210103_s_at	ENSG00000125798	FOXA2	3170	Q9Y261	20	22561643	22566093	p11.21
210103_s_at	ENSG00000125798	FOXA2	3170		20	22561643	22566093	p11.21
210104_at	ENSG00000133997	MED6	10001		14	71050803	71067384	q24.2
210104_at	ENSG00000133997	MED6	10001	O75586	14	71050803	71067384	q24.2
210105_s_at	ENSG00000010810	FYN	2534		6	111981535	112194655	q21
210105_s_at	ENSG00000010810	FYN	2534	P06241	6	111981535	112194655	q21
210107_at	ENSG00000016490	CLCA1	1179	A8K7I4	1	86934051	86965972	p22.3
210107_at	ENSG00000016490	CLCA1	1179		1	86934051	86965972	p22.3
210108_at	ENSG00000157388	CACNA1D	776	Q01668	3	53528683	53846490	p21.1
210108_at	ENSG00000157388	CACNA1D	776		3	53528683	53846490	p21.1
210110_x_at	ENSG00000096746	HNRNPH3	3189	P31942	10	70090931	70102948	q21.3
210110_x_at	ENSG00000096746	HNRNPH3	3189		10	70090931	70102948	q21.3
210111_s_at	ENSG00000128607	KLHDC10	23008	Q6PID8	7	129710350	129773596	q32.2
210112_at	ENSG00000107521	HPS1	3257		10	100175955	100206709	q24.2
210113_s_at	ENSG00000091592	NLRP1	22861	Q9C000	17	5402748	5487832	p13.2
210113_s_at	ENSG00000091592	NLRP1	22861		17	5402748	5487832	p13.2
210114_at	ENSG00000119509	INVS	27130	Q9Y283	9	102861538	103063282	q31.1
210114_at	ENSG00000119509	INVS	27130		9	102861538	103063282	q31.1
210115_at	ENSG00000163923	RPL39L	116832	Q96EH5	3	186838736	186898696	q27.3
210116_at	ENSG00000183918	SH2D1A	4068	O60880	X	123480194	123507005	q25
210117_at	ENSG00000104450	SPAG1	6674	Q07617	8	101170134	101271506	q22.2
210118_s_at	ENSG00000115008	IL1A	3552	P01583	2	113531492	113542167	q13
210119_at	ENSG00000157551	KCNJ15	3772		21	39529128	39673748	q22.13
210119_at	ENSG00000157551	KCNJ15	3772	Q99712	21	39529128	39673748	q22.13
210120_s_at	ENSG00000031823	RANBP3	8498		19	5916154	5978320	p13.3
210120_s_at	ENSG00000031823	RANBP3	8498	Q9H6Z4	19	5916154	5978320	p13.3
210121_at	ENSG00000162630	B3GALT2	8707	O43825	1	193148175	193155784	q31.2
210122_at	ENSG00000122304	PRM2	5620		16	11369493	11370337	p13.13
210122_at	ENSG00000122304	PRM2	5620	P04554	16	11369493	11370337	p13.13
210124_x_at	ENSG00000135622	SEMA4F	10505	O95754	2	74881355	74909186	p13.1
210124_x_at	ENSG00000135622	SEMA4F	10505		2	74881355	74909186	p13.1
210125_s_at	ENSG00000175334	BANF1	8815	O75531	11	65769550	65771620	q13.1
210125_s_at	ENSG00000175334	BANF1	645870	O75531	11	65769550	65771620	q13.1
210125_s_at	ENSG00000175334	BANF1	100505506	O75531	11	65769550	65771620	q13.1
210125_s_at	ENSG00000175334	BANF1	8815		11	65769550	65771620	q13.1
210125_s_at	ENSG00000175334	BANF1	645870		11	65769550	65771620	q13.1
210125_s_at	ENSG00000175334	BANF1	100505506		11	65769550	65771620	q13.1
210126_at	ENSG00000183668	PSG9	5678		19	43757434	43773682	q13.31
210127_at	ENSG00000154917	RAB6B	51560	Q9NRW1	3	133543083	133614680	q22.1
210127_at	ENSG00000154917	RAB6B	51560		3	133543083	133614680	q22.1
210128_s_at	ENSG00000213903	LTB4R	1241	Q15722	14	24780705	24787242	q12
210130_s_at	ENSG00000149809	TM7SF2	7108		11	64879317	64883856	q13.1
210130_s_at	ENSG00000149809	TM7SF2	7108	O76062	11	64879317	64883856	q13.1
210131_x_at	ENSG00000143252	SDHC	6391	Q99643	1	161284047	161332984	q23.3
210131_x_at	ENSG00000143252	SDHC	6391		1	161284047	161332984	q23.3
210132_at	ENSG00000143590	EFNA3	1944	P52797	1	155051348	155060014	q22
210132_at	ENSG00000143590	EFNA3	1944		1	155051348	155060014	q22
210133_at	ENSG00000172156	CCL11	6356	P51671	17	32612761	32615143	q12
210134_x_at	ENSG00000168779	SHOX2	6474		3	157813743	157824292	q25.32
210134_x_at	ENSG00000168779	SHOX2	6474	O60902	3	157813743	157824292	q25.32
210135_s_at	ENSG00000168779	SHOX2	6474		3	157813743	157824292	q25.32
210135_s_at	ENSG00000168779	SHOX2	6474	O60902	3	157813743	157824292	q25.32
210136_at	ENSG00000197971	MBP	4155		18	74690783	74845639	q23
210137_s_at	ENSG00000129187	DCTD	1635		4	183811213	183839089	q35.1
210137_s_at	ENSG00000129187	DCTD	1635	P32321	4	183811213	183839089	q35.1
210138_at	ENSG00000147509	RGS20	8601	O76081	8	54764368	54871863	q11.23
210138_at	ENSG00000147509	RGS20	8601		8	54764368	54871863	q11.23
210139_s_at	ENSG00000109099	PMP22	5376	Q01453	17	15133095	15168643	p12
210140_at	ENSG00000077984	CST7	8530	O76096	20	24929866	24940564	p11.21
210141_s_at	ENSG00000123999	INHA	3623	P05111	2	220433884	220440435	q35
210142_x_at	ENSG00000137312	FLOT1	10211	O75955	6	30695486	30710510	p21.33
210143_at	ENSG00000109511	ANXA10	11199	Q9UJ72	4	169013666	169108893	q32.3
210143_at	ENSG00000109511	ANXA10	11199		4	169013666	169108893	q32.3
210144_at	ENSG00000054611	TBC1D22A	25771	Q8WUA7	22	47158518	47571336	q13.31
210145_at	ENSG00000116711	PLA2G4A	5321	P47712	1	186798085	186958113	q31.1
210145_at	ENSG00000116711	PLA2G4A	5321		1	186798085	186958113	q31.1
210146_x_at	ENSG00000131042	LILRB2	10288		19	54777675	54785039	q13.42
210147_at	ENSG00000156219	ART3	419		4	76932337	77033955	q21.1
210147_at	ENSG00000156219	ART3	419	Q13508	4	76932337	77033955	q21.1
210148_at	ENSG00000110422	HIPK3	10114		11	33278218	33378569	p13
210148_at	ENSG00000110422	HIPK3	10114	Q9H422	11	33278218	33378569	p13
210149_s_at	ENSG00000167863	ATP5H	10476		17	73032145	73043074	q25.1
210149_s_at	ENSG00000167863	ATP5H	10476	O75947	17	73032145	73043074	q25.1
210150_s_at	ENSG00000130702	LAMA5	3911		20	60883011	60942368	q13.33
210150_s_at	ENSG00000130702	LAMA5	3911	O15230	20	60883011	60942368	q13.33
210151_s_at	ENSG00000143479	DYRK3	8444	O43781	1	206808881	206857764	q32.1
210151_s_at	ENSG00000143479	DYRK3	8444		1	206808881	206857764	q32.1
210152_at	ENSG00000186818	LILRB4	11006	Q8NHJ6	19	55155340	55181810	q13.42
210152_at	ENSG00000186818	LILRB4	11006		19	55155340	55181810	q13.42
210153_s_at	ENSG00000082212	ME2	4200	P23368	18	48405419	48476160	q21.2
210153_s_at	ENSG00000082212	ME2	4200		18	48405419	48476160	q21.2
210154_at	ENSG00000082212	ME2	4200	P23368	18	48405419	48476160	q21.2
210155_at	ENSG00000034971	MYOC	4653	Q99972	1	171604557	171621857	q24.3
210155_at	ENSG00000034971	MYOC	4653		1	171604557	171621857	q24.3
210156_s_at	ENSG00000120265	PCMT1	5110		6	150070579	150132556	q25.1
210156_s_at	ENSG00000120265	PCMT1	5110	P22061	6	150070579	150132556	q25.1
210158_at	ENSG00000175595	ERCC4	2072		16	14014014	14046205	p13.12
210158_at	ENSG00000175595	ERCC4	2072	Q92889	16	14014014	14046205	p13.12
210159_s_at	ENSG00000204616	TRIM31	11074	Q9BZY9	6	30070674	30080883	p22.1
210159_s_at	ENSG00000204616	TRIM31	11074		6	30070674	30080883	p22.1
210160_at	ENSG00000168092	PAFAH1B2	5049		11	117014983	117047610	q23.3
210160_at	ENSG00000168092	PAFAH1B2	5049	P68402	11	117014983	117047610	q23.3
210164_at	ENSG00000100453	GZMB	3002	P10144	14	25100160	25103473	q12
210164_at	ENSG00000100453	GZMB	3002		14	25100160	25103473	q12
210165_at	ENSG00000213918	DNASE1	1773	P24855	16	3692939	3713727	p13.3
210165_at	ENSG00000213918	DNASE1	1773		16	3692939	3713727	p13.3
210166_at	ENSG00000187554	TLR5	7100	O60602	1	223282748	223316624	q41
210166_at	ENSG00000187554	TLR5	7100		1	223282748	223316624	q41
210167_s_at	ENSG00000167074	TEF	7008		22	41763337	41795330	q13.2
210167_s_at	ENSG00000167074	TEF	7008	Q10587	22	41763337	41795330	q13.2
210168_at	ENSG00000039537	C6	729	P13671	5	41142336	41261540	p13.1
210169_at	ENSG00000103184	SEC14L5	9717	O43304	16	5008318	5069156	p13.3
210171_s_at	ENSG00000095794	CREM	1390		10	35415719	35501886	p11.21
210171_s_at	ENSG00000095794	CREM	1390	Q03060	10	35415719	35501886	p11.21
210172_at	ENSG00000168066	SF1	7536		11	64532078	64546316	q13.1
210173_at	ENSG00000149177	PTPRJ	5795	Q12913	11	48002110	48192393	p11.2
210173_at	ENSG00000149177	PTPRJ	5795		11	48002110	48192393	p11.2
210174_at	ENSG00000116833	NR5A2	2494	O00482	1	199996730	200146552	q32.1
210176_at	ENSG00000174125	TLR1	7096		4	38792298	38858438	p14
210176_at	ENSG00000174125	TLR1	7096	Q15399	4	38792298	38858438	p14
210177_at	ENSG00000204610	TRIM15	89870	Q9C019	6	30130983	30140473	p22.1
210177_at	ENSG00000204610	TRIM15	89870		6	30130983	30140473	p22.1
210179_at	ENSG00000115474	KCNJ13	3769	O60928	2	233631174	233641278	q37.1
210180_s_at	ENSG00000136527	TRA2B	6434	P62995	3	185633694	185655924	q27.2
210180_s_at	ENSG00000136527	TRA2B	6434		3	185633694	185655924	q27.2
210181_s_at	ENSG00000157782	CABP1	9478	Q9NZU7	12	121078355	121105127	q24.31
210181_s_at	ENSG00000157782	CABP1	9478		12	121078355	121105127	q24.31
210184_at	ENSG00000140678	ITGAX	3687	P20702	16	31366509	31394318	p11.2
210184_at	ENSG00000140678	ITGAX	100289853	P20702	16	31366509	31394318	p11.2
210185_at	ENSG00000067191	CACNB1	782	Q02641	17	37329709	37353902	q12
210185_at	ENSG00000067191	CACNB1	782		17	37329709	37353902	q12
210187_at	ENSG00000088832	FKBP1A	2280	P62942	20	1349622	1373806	p13
210187_at	ENSG00000088832	FKBP1A	2280		20	1349622	1373806	p13
210188_at	ENSG00000154727	GABPA	2551	Q06546	21	27106881	27144771	q21.3
210189_at	ENSG00000204390	HSPA1L	3305	P34931	6	31777396	31783437	p21.33
210189_at	ENSG00000204390	HSPA1L	3305		6	31777396	31783437	p21.33
210190_at	ENSG00000135604	STX11	8676	O75558	6	144471663	144509507	q24.2
210191_s_at	ENSG00000116793	PHTF1	10745		1	114234854	114302111	p13.2
210191_s_at	ENSG00000116793	PHTF1	10745	Q9UMS5	1	114234854	114302111	p13.2
210192_at	ENSG00000124406	ATP8A1	10396	Q9Y2Q0	4	42410390	42659122	p13
210192_at	ENSG00000124406	ATP8A1	10396		4	42410390	42659122	p13
210193_at	ENSG00000168314	MOBP	4336		3	39508689	39567859	p22.1
210193_at	ENSG00000168314	MOBP	4336	Q13875	3	39508689	39567859	p22.1
210195_s_at	ENSG00000231924	PSG1	5669		19	43341162	43383871	q13.2
210196_s_at	ENSG00000231924	PSG1	5669		19	43341162	43383871	q13.2
210197_at	ENSG00000100605	ITPK1	3705		14	93403259	93582263	q32.12
210198_s_at	ENSG00000123560	PLP1	5354	P60201	X	103028647	103047548	q22.2
210198_s_at	ENSG00000123560	PLP1	5354		X	103028647	103047548	q22.2
210199_at	ENSG00000160202	CRYAA	1409	P02489	21	44589118	44592915	q22.3
210199_at	ENSG00000160202	CRYAA	1409		21	44589118	44592915	q22.3
210201_x_at	ENSG00000136717	BIN1	274		2	127805603	127864931	q14.3
210201_x_at	ENSG00000136717	BIN1	274	O00499	2	127805603	127864931	q14.3
210202_s_at	ENSG00000136717	BIN1	274		2	127805603	127864931	q14.3
210202_s_at	ENSG00000136717	BIN1	274	O00499	2	127805603	127864931	q14.3
210203_at	ENSG00000080802	CNOT4	4850		7	135046547	135194875	q33
210203_at	ENSG00000080802	CNOT4	4850	O95628	7	135046547	135194875	q33
210204_s_at	ENSG00000080802	CNOT4	4850		7	135046547	135194875	q33
210204_s_at	ENSG00000080802	CNOT4	4850	O95628	7	135046547	135194875	q33
210205_at	ENSG00000235863	B3GALT4	8705	O96024	6	33244917	33246602	p21.32
210206_s_at	ENSG00000013573	DDX11	1663		12	31226779	31257725	p11.21
210206_s_at	ENSG00000013573	DDX11	1663	Q92771	12	31226779	31257725	p11.21
210206_s_at	ENSG00000013573	DDX11	1663	Q96FC9	12	31226779	31257725	p11.21
210208_x_at	ENSG00000204463	BAG6	7917		6	31606805	31620482	p21.33
210208_x_at	ENSG00000204463	BAG6	7917	P46379	6	31606805	31620482	p21.33
210211_s_at	ENSG00000080824	HSP90AA1	3320	P07900	14	102547073	102606086	q32.31
210211_s_at	ENSG00000080824	HSP90AA1	3320	Q14568	14	102547073	102606086	q32.31
210213_s_at	ENSG00000242372	EIF6	3692		20	33866714	33872788	q11.22
210213_s_at	ENSG00000242372	EIF6	3692	P56537	20	33866714	33872788	q11.22
210214_s_at	ENSG00000204217	BMPR2	659	Q13873	2	203241659	203432474	q33.1
210215_at	ENSG00000106327	TFR2	7036		7	100218039	100240402	q22.1
210215_at	ENSG00000106327	TFR2	7036	Q9UP52	7	100218039	100240402	q22.1
210216_x_at	ENSG00000113456	RAD1	5810	O60671	5	34905369	34919094	p13.2
210216_x_at	ENSG00000113456	RAD1	5810		5	34905369	34919094	p13.2
210218_s_at	ENSG00000067066	SP100	6672	P23497	2	231280657	231408805	q37.1
210218_s_at	ENSG00000067066	SP100	6672		2	231280657	231408805	q37.1
210220_at	ENSG00000180340	FZD2	2535		17	42634827	42636907	q21.31
210220_at	ENSG00000180340	FZD2	2535	Q14332	17	42634827	42636907	q21.31
210221_at	ENSG00000080644	CHRNA3	1136	P32297	15	78885394	78913637	q25.1
210221_at	ENSG00000080644	CHRNA3	1136		15	78885394	78913637	q25.1
210222_s_at	ENSG00000139970	RTN1	6252	Q16799	14	60062694	60337684	q23.1
210222_s_at	ENSG00000139970	RTN1	6252		14	60062694	60337684	q23.1
210223_s_at	ENSG00000153029	MR1	3140		1	181003067	181031074	q25.3
210223_s_at	ENSG00000153029	MR1	3140	Q95460	1	181003067	181031074	q25.3
210224_at	ENSG00000153029	MR1	3140		1	181003067	181031074	q25.3
210224_at	ENSG00000153029	MR1	3140	Q95460	1	181003067	181031074	q25.3
210226_at	ENSG00000123358	NR4A1	3164		12	52416616	52453291	q13.13
210227_at	ENSG00000198010	DLGAP2	9228		8	1449531	1656642	p23.3
210227_at	ENSG00000198010	DLGAP2	9228	Q9P1A6	8	1449531	1656642	p23.3
210229_s_at	ENSG00000164400	CSF2	1437	P04141	5	131409483	131411859	q31.1
210231_x_at	ENSG00000119335	SET	6418	Q01105	9	131445703	131458679	q34.11
210231_x_at	ENSG00000119335	SET	6418		9	131445703	131458679	q34.11
210232_at	ENSG00000070831	CDC42	998	P60953	1	22379120	22419437	p36.12
210233_at	ENSG00000196083	IL1RAP	3556		3	190231840	190375843	q28
210234_at	ENSG00000124493	GRM4	2914	Q14833	6	33989628	34123399	p21.31
210234_at	ENSG00000124493	GRM4	2914		6	33989628	34123399	p21.31
210235_s_at	ENSG00000131626	PPFIA1	8500	Q13136	11	70116806	70230509	q13.3
210235_s_at	ENSG00000131626	PPFIA1	8500		11	70116806	70230509	q13.3
210236_at	ENSG00000131626	PPFIA1	8500		11	70116806	70230509	q13.3
210237_at	ENSG00000117407	ARTN	9048	Q5T4W7	1	44398992	44402913	p34.1
210237_at	ENSG00000117407	ARTN	9048		1	44398992	44402913	p34.1
210239_at	ENSG00000176842	IRX5	10265	P78411	16	54964699	54968397	q12.2
210239_at	ENSG00000176842	IRX5	10265		16	54964699	54968397	q12.2
210240_s_at	ENSG00000129355	CDKN2D	1032	P55273	19	10677139	10679655	p13.2
210242_x_at	ENSG00000180953	ST20	400410	Q9HBF5	15	80191185	80216077	q25.1
210243_s_at	ENSG00000158850	B4GALT3	8703	O60512	1	161141100	161147309	q23.3
210243_s_at	ENSG00000158850	B4GALT3	8703		1	161141100	161147309	q23.3
210244_at	ENSG00000164047	CAMP	820	P49913	3	48264837	48266981	p21.31
210246_s_at	ENSG00000006071	ABCC8	6833		11	17414432	17498449	p15.1
210246_s_at	ENSG00000006071	ABCC8	6833	Q09428	11	17414432	17498449	p15.1
210247_at	ENSG00000157152	SYN2	6854		3	12045862	12232907	p25.2
210248_at	ENSG00000154764	WNT7A	7476	O00755	3	13857755	13921618	p25.1
210249_s_at	ENSG00000084676	NCOA1	8648	Q15788	2	24714783	24993571	p23.3
210249_s_at	ENSG00000084676	NCOA1	8648		2	24714783	24993571	p23.3
210250_x_at	ENSG00000239900	ADSL	158	P30566	22	40742507	40764823	q13.1
210250_x_at	ENSG00000239900	ADSL	158		22	40742507	40764823	q13.1
210251_s_at	ENSG00000018189	RUFY3	22902		4	71569921	71673032	q13.3
210251_s_at	ENSG00000018189	RUFY3	22902	Q7L099	4	71569921	71673032	q13.3
210252_s_at	ENSG00000110514	MADD	8567		11	47290712	47357945	p11.2
210252_s_at	ENSG00000110514	MADD	8567	Q8WXG6	11	47290712	47357945	p11.2
210253_at	ENSG00000109854	HTATIP2	10553		11	20385231	20405329	p15.1
210254_at	ENSG00000149516	MS4A3	932		11	59824060	59838601	q12.1
210254_at	ENSG00000149516	MS4A3	932	Q96HJ5	11	59824060	59838601	q12.1
210256_s_at	ENSG00000143398	PIP5K1A	8394		1	151170425	151222012	q21.3
210256_s_at	ENSG00000143398	PIP5K1A	8394	Q99755	1	151170425	151222012	q21.3
210257_x_at	ENSG00000158290	CUL4B	8450	Q13620	X	119658464	119709649	q24
210257_x_at	ENSG00000158290	CUL4B	8450		X	119658464	119709649	q24
210258_at	ENSG00000127074	RGS13	6003	O14921	1	192605275	192629390	q31.2
210258_at	ENSG00000127074	RGS13	6003		1	192605275	192629390	q31.2
210259_s_at	ENSG00000108813	DLX4	1748	Q92988	17	48046334	48052321	q21.33
210259_s_at	ENSG00000108813	DLX4	1748		17	48046334	48052321	q21.33
210260_s_at	ENSG00000145779	TNFAIP8	25816		5	118604387	118730294	q23.1
210260_s_at	ENSG00000145779	TNFAIP8	25816	O95379	5	118604387	118730294	q23.1
210261_at	ENSG00000082482	KCNK2	3776		1	215179118	215410436	q41
210261_at	ENSG00000082482	KCNK2	3776	O95069	1	215179118	215410436	q41
210262_at	ENSG00000124490	CRISP2	7180	P16562	6	49660073	49681299	p12.3
210262_at	ENSG00000124490	CRISP2	7180		6	49660073	49681299	p12.3
210263_at	ENSG00000162975	KCNF1	3754	Q9H3M0	2	11052063	11054350	p25.1
210264_at	ENSG00000178623	GPR35	2859	Q9HC97	2	241544848	241570676	q37.3
210266_s_at	ENSG00000197323	TRIM33	51592	Q9UPN9	1	114935399	115053781	p13.2
210266_s_at	ENSG00000197323	TRIM33	51592		1	114935399	115053781	p13.2
210267_at	ENSG00000001461	NIPAL3	57185		1	24742284	24799466	p36.11
210268_at	ENSG00000086102	NFX1	4799		9	33290509	33371155	p13.3
210269_s_at	ENSG00000197976	AKAP17A	8227	Q02040	X	1710486	1721407	p22.33
210269_s_at	ENSG00000197976	AKAP17A	8227		X	1710486	1721407	p22.33
210271_at	ENSG00000171532	NEUROD2	4761	Q15784	17	37760021	37764196	q12
210273_at	ENSG00000169851	PCDH7	5099		4	30722037	31144728	p15.1
210274_at	ENSG00000156009	MAGEA8	4107	P43361	X	149009941	149014609	q28
210274_at	ENSG00000156009	MAGEA8	4107		X	149009941	149014609	q28
210275_s_at	ENSG00000107372	ZFAND5	7763	O76080	9	74966341	74980163	q21.13
210276_s_at	ENSG00000100106	TRIOBP	11078	Q9H2D6	22	38093011	38172563	q13.1
210276_s_at	ENSG00000100106	TRIOBP	11078		22	38093011	38172563	q13.1
210277_at	ENSG00000100478	AP4S1	11154		14	31494683	31562634	q12
210277_at	ENSG00000100478	AP4S1	11154	Q9Y587	14	31494683	31562634	q12
210278_s_at	ENSG00000100478	AP4S1	11154		14	31494683	31562634	q12
210278_s_at	ENSG00000100478	AP4S1	11154	Q9Y587	14	31494683	31562634	q12
210279_at	ENSG00000125245	GPR18	2841	Q14330	13	99906968	99913998	q32.3
210279_at	ENSG00000125245	GPR18	2841		13	99906968	99913998	q32.3
210280_at	ENSG00000158887	MPZ	4359		1	161274525	161279762	q23.3
210280_at	ENSG00000158887	MPZ	4359	P25189	1	161274525	161279762	q23.3
210281_s_at	ENSG00000121741	ZMYM2	7750	Q9UBW7	13	20532810	20665968	q12.11
210281_s_at	ENSG00000121741	ZMYM2	7750		13	20532810	20665968	q12.11
210282_at	ENSG00000121741	ZMYM2	7750	Q9UBW7	13	20532810	20665968	q12.11
210283_x_at	ENSG00000172239	PAIP1	10605	Q9H074	5	43526369	43557860	p12
